CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
13064.0,13,4,1105.59,5,4,4,Loyal Customers
13065.0,375,1,205.86,1,1,1,Lost
13066.0,25,2,470.8,4,2,3,Potential Loyalists
13067.0,83,1,115.46000000000001,2,1,1,At Risk
13069.0,1,24,4006.64,5,5,5,Champions
13070.0,193,1,228.8,1,1,1,Lost
13072.0,267,1,177.15,1,1,1,Lost
13075.0,130,1,919.61,2,1,4,At Risk
13077.0,2,4,728.02,5,4,3,Loyal Customers
13078.0,4,26,11053.94,5,5,5,Champions
13079.0,5,5,220.10000000000002,5,4,1,Loyal Customers
13080.0,180,1,58.08,1,1,1,Lost
13081.0,12,11,28170.66,5,5,5,Champions
13082.0,127,9,1980.91,2,5,5,At Risk
13083.0,5,2,303.75,5,2,2,Recent Customers
13085.0,158,2,416.08000000000004,2,2,2,At Risk
13089.0,3,96,55890.16,5,5,5,Champions
13090.0,9,13,8895.82,5,5,5,Champions
13091.0,29,1,345.82,4,1,2,At Risk
13092.0,71,5,473.83,3,4,3,Loyal Customers
13093.0,276,8,6619.75,1,5,5,At Risk
13094.0,22,12,1622.0400000000002,4,5,4,Loyal Customers
13095.0,71,1,74.39999999999999,3,1,1,At Risk
13097.0,33,10,6003.22,3,5,5,Loyal Customers
13098.0,2,28,22688.4,5,5,5,Champions
13101.0,235,1,101.19,1,1,1,Lost
13102.0,2,24,6166.33,5,5,5,Champions
13103.0,40,1,243.94,3,1,2,At Risk
13104.0,4,6,1098.48,5,5,4,Champions
13106.0,134,1,76.5,2,1,1,At Risk
13107.0,45,4,1531.6200000000001,3,4,4,Loyal Customers
13108.0,374,1,350.06,1,1,2,Lost
13109.0,60,2,786.54,3,2,3,At Risk
13110.0,32,7,1488.67,4,5,4,Loyal Customers
13113.0,1,24,10545.960000000001,5,5,5,Champions
13115.0,12,4,2294.78,5,4,5,Loyal Customers
13116.0,139,1,501.14,2,1,3,At Risk
13117.0,22,8,984.91,4,5,4,Loyal Customers
13118.0,20,5,1197.81,4,4,4,Loyal Customers
13120.0,239,1,30.599999999999998,1,1,1,Lost
13121.0,270,1,283.73,1,1,2,Lost
13122.0,95,2,922.39,2,2,4,At Risk
13124.0,90,3,3756.33,2,3,5,At Risk
13126.0,5,8,2099.64,5,5,5,Champions
13127.0,78,1,259.17,2,1,2,At Risk
13130.0,95,1,64.0,2,1,1,At Risk
13131.0,24,3,1073.3,4,3,4,Potential Loyalists
13132.0,262,1,77.3,1,1,1,Lost
13133.0,274,2,109.8,1,2,1,At Risk
13134.0,86,4,1793.58,2,4,4,At Risk
13136.0,57,5,2607.61,3,4,5,Loyal Customers
13137.0,11,8,3603.29,5,5,5,Champions
13138.0,23,6,962.39,4,5,4,Loyal Customers
13139.0,17,7,5064.94,4,5,5,Loyal Customers
13140.0,109,3,422.47,2,3,2,At Risk
13141.0,85,5,2388.75,2,4,5,At Risk
13142.0,20,1,307.09,4,1,2,At Risk
13144.0,334,1,110.95,1,1,1,Lost
13145.0,40,4,618.52,3,4,3,Loyal Customers
13146.0,27,1,228.91,4,1,1,At Risk
13147.0,11,4,712.8000000000001,5,4,3,Loyal Customers
13148.0,30,12,3683.26,4,5,5,Loyal Customers
13149.0,15,4,1676.06,4,4,4,Loyal Customers
13151.0,297,1,1257.8700000000001,1,1,4,Lost
13153.0,6,1,486.22,5,1,3,Potential Loyalists
13155.0,34,4,971.76,3,4,4,Loyal Customers
13157.0,50,4,1741.22,3,4,4,Loyal Customers
13158.0,95,4,1201.06,2,4,4,At Risk
13159.0,9,4,1429.35,5,4,4,Loyal Customers
13160.0,23,1,91.8,4,1,1,At Risk
13161.0,315,1,112.75,1,1,1,Lost
13162.0,123,4,1688.29,2,4,4,At Risk
13165.0,47,2,1021.48,3,2,4,At Risk
13166.0,284,1,417.2,1,1,2,Lost
13167.0,19,4,737.57,4,4,3,Loyal Customers
13168.0,37,4,1299.59,3,4,4,Loyal Customers
13169.0,64,2,712.88,3,2,3,At Risk
13170.0,27,1,108.81,4,1,1,At Risk
13171.0,22,3,468.41,4,3,3,Potential Loyalists
13173.0,5,2,353.65,5,2,2,Recent Customers
13174.0,17,3,2738.82,4,3,5,Potential Loyalists
13176.0,47,1,481.49,3,1,3,At Risk
13177.0,65,1,282.45,3,1,2,At Risk
13178.0,27,11,5725.47,4,5,5,Loyal Customers
13182.0,46,1,121.18,3,1,1,At Risk
13183.0,8,9,3957.78,5,5,5,Champions
13184.0,15,10,1647.79,4,5,4,Loyal Customers
13185.0,268,1,71.4,1,1,1,Lost
13186.0,40,3,1571.89,3,3,4,At Risk
13187.0,339,1,236.02,1,1,2,Lost
13188.0,12,1,114.60000000000001,5,1,1,Recent Customers
13189.0,19,2,256.68,4,2,2,At Risk
13192.0,96,2,911.94,2,2,4,At Risk
13193.0,62,1,112.08,3,1,1,At Risk
13194.0,136,1,60.7,2,1,1,At Risk
13196.0,12,4,1797.78,5,4,4,Loyal Customers
13198.0,11,6,3401.2400000000002,5,5,5,Champions
13199.0,4,35,7357.24,5,5,5,Champions
13200.0,20,4,870.09,4,4,4,Loyal Customers
13203.0,10,4,869.46,5,4,4,Loyal Customers
13207.0,16,2,250.26000000000002,4,2,2,At Risk
13208.0,60,5,1193.17,3,4,4,Loyal Customers
13209.0,31,8,5891.61,4,5,5,Loyal Customers
13210.0,94,1,353.48,2,1,2,At Risk
13211.0,11,3,1095.42,5,3,4,Potential Loyalists
13212.0,20,3,786.83,4,3,3,Potential Loyalists
13213.0,57,5,1520.58,3,4,4,Loyal Customers
13216.0,268,1,333.74,1,1,2,Lost
13217.0,123,2,448.98,2,2,2,At Risk
13218.0,128,1,62.63999999999999,2,1,1,At Risk
13220.0,79,4,819.2900000000001,2,4,3,At Risk
13221.0,241,2,844.86,1,2,3,At Risk
13223.0,201,2,163.20000000000002,1,2,1,At Risk
13224.0,61,2,2097.27,3,2,5,At Risk
13225.0,4,5,2855.32,5,4,5,Loyal Customers
13226.0,274,1,108.21000000000001,1,1,1,Lost
13227.0,202,1,257.7,1,1,2,Lost
13229.0,226,1,160.95,1,1,1,Lost
13230.0,5,14,2712.07,5,5,5,Champions
13232.0,13,7,1291.75,5,5,4,Champions
13233.0,75,2,605.12,2,2,3,At Risk
13235.0,213,1,1031.07,1,1,4,Lost
13236.0,25,2,744.85,4,2,3,Potential Loyalists
13238.0,18,4,700.73,4,4,3,Loyal Customers
13239.0,262,1,329.56,1,1,2,Lost
13240.0,97,4,648.7,2,4,3,At Risk
13242.0,113,3,270.40000000000003,2,3,2,At Risk
13243.0,204,1,585.12,1,1,3,Lost
13244.0,93,1,121.74000000000001,2,1,1,At Risk
13245.0,51,1,430.5,3,1,2,At Risk
13246.0,19,6,1325.52,4,5,4,Loyal Customers
13247.0,18,4,501.12,4,4,3,Loyal Customers
13248.0,125,2,465.68,2,2,3,At Risk
13249.0,93,3,406.13,2,3,2,At Risk
13253.0,157,2,712.16,2,2,3,At Risk
13255.0,10,2,399.51,5,2,2,Recent Customers
13258.0,12,3,672.83,5,3,3,Potential Loyalists
13259.0,62,1,283.18,3,1,2,At Risk
13260.0,62,1,557.62,3,1,3,At Risk
13261.0,269,2,944.1,1,2,4,At Risk
13262.0,264,1,200.29,1,1,1,Lost
13263.0,2,34,7411.71,5,5,5,Champions
13265.0,54,5,1856.66,3,4,4,Loyal Customers
13266.0,12,12,3544.1,5,5,5,Champions
13267.0,3,19,4521.49,5,5,5,Champions
13268.0,18,10,3152.71,4,5,5,Loyal Customers
13269.0,2,15,5271.28,5,5,5,Champions
13271.0,38,1,211.49,3,1,1,At Risk
13272.0,32,2,276.56,4,2,2,At Risk
13273.0,114,1,138.98,2,1,1,At Risk
13276.0,64,2,590.9300000000001,3,2,3,At Risk
13277.0,16,4,258.4,4,4,2,Loyal Customers
13278.0,41,1,542.73,3,1,3,At Risk
13279.0,79,1,137.75,2,1,1,At Risk
13280.0,123,3,798.46,2,3,3,At Risk
13282.0,19,3,1132.14,4,3,4,Potential Loyalists
13283.0,60,2,93.66,3,2,1,At Risk
13284.0,332,1,201.19,1,1,1,Lost
13285.0,24,4,2709.12,4,4,5,Loyal Customers
13291.0,156,1,361.11,2,1,2,At Risk
13292.0,39,2,578.9399999999999,3,2,3,At Risk
13294.0,190,2,873.74,1,2,4,At Risk
13295.0,361,1,201.20000000000002,1,1,1,Lost
13296.0,138,1,87.4,2,1,1,At Risk
13297.0,8,4,2089.85,5,4,5,Loyal Customers
13298.0,2,1,360.0,5,1,2,Recent Customers
13299.0,269,1,142.5,1,1,1,Lost
13300.0,170,1,371.89,2,1,2,At Risk
13301.0,104,4,600.19,2,4,3,At Risk
13302.0,156,1,63.75,2,1,1,At Risk
13304.0,353,1,300.42,1,1,2,Lost
13305.0,5,10,2000.86,5,5,5,Champions
13307.0,121,1,15.0,2,1,1,At Risk
13308.0,23,3,1325.03,4,3,4,Potential Loyalists
13309.0,8,5,1456.79,5,4,4,Loyal Customers
13310.0,29,3,1132.03,4,3,4,Potential Loyalists
13311.0,5,2,598.57,5,2,3,Potential Loyalists
13313.0,23,5,1555.32,4,4,4,Loyal Customers
13314.0,2,3,775.94,5,3,3,Potential Loyalists
13316.0,38,4,4275.41,3,4,5,Loyal Customers
13317.0,67,6,2273.68,3,5,5,Loyal Customers
13318.0,2,3,640.76,5,3,3,Potential Loyalists
13319.0,6,26,10845.550000000001,5,5,5,Champions
13320.0,79,4,1532.2,2,4,4,At Risk
13321.0,73,2,335.36,2,2,2,At Risk
13322.0,18,1,199.48000000000002,4,1,1,At Risk
13323.0,4,5,787.85,5,4,3,Loyal Customers
13324.0,37,10,4891.71,3,5,5,Loyal Customers
13325.0,82,1,675.3,2,1,3,At Risk
13327.0,39,8,3627.77,3,5,5,Loyal Customers
13328.0,318,1,1042.08,1,1,4,Lost
13329.0,32,2,789.0,4,2,3,Potential Loyalists
13330.0,93,3,1140.93,2,3,4,At Risk
13332.0,15,1,350.9,4,1,2,At Risk
13334.0,83,3,3502.32,2,3,5,At Risk
13336.0,78,1,795.12,2,1,3,At Risk
13338.0,158,1,437.02,2,1,2,At Risk
13339.0,201,1,860.12,1,1,3,Lost
13340.0,46,7,8902.04,3,5,5,Loyal Customers
13341.0,261,1,775.85,1,1,3,Lost
13343.0,178,1,303.43,2,1,2,At Risk
13344.0,68,3,2511.69,3,3,5,At Risk
13345.0,289,1,339.5,1,1,2,Lost
13347.0,71,1,291.36,3,1,2,At Risk
13348.0,65,1,233.76,3,1,1,At Risk
13349.0,11,1,197.32,5,1,1,Recent Customers
13350.0,17,2,879.12,4,2,4,Potential Loyalists
13351.0,67,1,323.94,3,1,2,At Risk
13352.0,61,1,347.97999999999996,3,1,2,At Risk
13354.0,72,1,743.53,2,1,3,At Risk
13355.0,123,1,674.7,2,1,3,At Risk
13356.0,81,1,768.24,2,1,3,At Risk
13357.0,258,1,609.4,1,1,3,Lost
13358.0,269,1,389.03,1,1,2,Lost
13359.0,64,1,389.56,3,1,2,At Risk
13362.0,10,4,3090.7400000000002,5,4,5,Loyal Customers
13363.0,18,2,892.5,4,2,4,Potential Loyalists
13364.0,72,1,134.95999999999998,2,1,1,At Risk
13365.0,34,2,2225.37,3,2,5,At Risk
13368.0,257,2,573.4,1,2,3,At Risk
13369.0,367,1,258.28000000000003,1,1,2,Lost
13370.0,373,1,754.87,1,1,3,Lost
13372.0,90,1,328.64,2,1,2,At Risk
13373.0,61,3,3312.25,3,3,5,At Risk
13375.0,89,1,778.65,2,1,3,At Risk
13376.0,100,3,869.76,2,3,4,At Risk
13379.0,27,3,572.56,4,3,3,Potential Loyalists
13381.0,32,6,3639.31,4,5,5,Loyal Customers
13382.0,281,1,222.99,1,1,1,Lost
13384.0,31,7,3720.25,4,5,5,Loyal Customers
13385.0,331,1,534.57,1,1,3,Lost
13388.0,132,2,677.1,2,2,3,At Risk
13389.0,12,3,797.96,5,3,3,Potential Loyalists
13390.0,75,1,544.08,2,1,3,At Risk
13391.0,204,1,59.8,1,1,1,Lost
13394.0,2,8,2520.02,5,5,5,Champions
13395.0,186,1,299.08,1,1,2,Lost
13396.0,30,2,1360.99,4,2,4,Potential Loyalists
13397.0,73,5,1544.13,2,4,4,At Risk
13398.0,193,1,457.34,1,1,3,Lost
13402.0,128,2,621.23,2,2,3,At Risk
13403.0,18,1,75.0,4,1,1,At Risk
13404.0,2,2,252.49,5,2,2,Recent Customers
13405.0,205,2,557.45,1,2,3,At Risk
13408.0,2,62,23236.68,5,5,5,Champions
13410.0,25,5,1003.06,4,4,4,Loyal Customers
13411.0,108,1,213.55,2,1,1,At Risk
13414.0,134,2,568.5,2,2,3,At Risk
13416.0,44,2,712.5,3,2,3,At Risk
13417.0,5,2,640.83,5,2,3,Potential Loyalists
13418.0,12,18,6127.43,5,5,5,Champions
13419.0,64,1,221.06,3,1,1,At Risk
13420.0,150,2,159.85,2,2,1,At Risk
13421.0,41,2,1823.21,3,2,4,At Risk
13422.0,65,1,2626.3,3,1,5,At Risk
13425.0,109,3,1624.21,2,3,4,At Risk
13426.0,1,10,3641.32,5,5,5,Champions
13427.0,20,3,582.6,4,3,3,Potential Loyalists
13428.0,11,1,201.78,5,1,1,Recent Customers
13429.0,11,4,1006.8,5,4,4,Loyal Customers
13430.0,19,2,679.45,4,2,3,Potential Loyalists
13431.0,68,2,1269.1,3,2,4,At Risk
13434.0,75,2,534.24,2,2,3,At Risk
13435.0,6,7,3660.85,5,5,5,Champions
13436.0,2,1,196.89,5,1,1,Recent Customers
13437.0,15,7,3408.06,4,5,5,Loyal Customers
13439.0,256,1,283.71,1,1,2,Lost
13441.0,92,1,296.64,2,1,2,At Risk
13447.0,24,3,1129.14,4,3,4,Potential Loyalists
13448.0,17,6,3534.69,4,5,5,Loyal Customers
13449.0,24,1,291.88,4,1,2,At Risk
13450.0,27,6,1940.04,4,5,5,Loyal Customers
13451.0,27,5,2898.2599999999998,4,4,5,Loyal Customers
13452.0,260,2,590.0,1,2,3,At Risk
13453.0,166,2,356.97999999999996,2,2,2,At Risk
13455.0,25,2,1058.34,4,2,4,Potential Loyalists
13456.0,18,6,1766.72,4,5,4,Loyal Customers
13458.0,8,14,9646.57,5,5,5,Champions
13460.0,30,2,183.44,4,2,1,At Risk
13461.0,39,3,1157.0,3,3,4,At Risk
13462.0,253,1,151.5,1,1,1,Lost
13464.0,59,1,674.68,3,1,3,At Risk
13466.0,185,1,307.9,1,1,2,Lost
13467.0,11,2,1071.91,5,2,4,Potential Loyalists
13468.0,2,37,5704.97,5,5,5,Champions
13470.0,100,2,165.0,2,2,1,At Risk
13471.0,2,4,2501.84,5,4,5,Loyal Customers
13473.0,61,2,422.64,3,2,2,At Risk
13474.0,237,1,226.84,1,1,1,Lost
13475.0,192,4,1431.78,1,4,4,At Risk
13476.0,179,2,1238.47,2,2,4,At Risk
13477.0,38,6,1454.58,3,5,4,Loyal Customers
13479.0,201,2,300.95,1,2,2,At Risk
13481.0,46,5,1804.56,3,4,4,Loyal Customers
13482.0,233,1,184.64,1,1,1,Lost
13483.0,66,1,140.34,3,1,1,At Risk
13484.0,242,1,313.8,1,1,2,Lost
13485.0,234,1,454.24,1,1,2,Lost
13486.0,79,3,1122.41,2,3,4,At Risk
13487.0,58,3,575.4,3,3,3,At Risk
13488.0,18,13,8968.31,4,5,5,Loyal Customers
13489.0,106,3,291.12,2,3,2,At Risk
13491.0,52,10,1215.82,3,5,4,Loyal Customers
13492.0,137,3,1269.84,2,3,4,At Risk
13493.0,276,2,238.35,1,2,2,At Risk
13494.0,313,1,316.26000000000005,1,1,2,Lost
13495.0,8,5,2044.8700000000001,5,4,5,Loyal Customers
13496.0,11,2,653.33,5,2,3,Potential Loyalists
13497.0,283,2,348.05,1,2,2,At Risk
13499.0,18,5,1047.75,4,4,4,Loyal Customers
13500.0,24,3,1166.77,4,3,4,Potential Loyalists
13501.0,290,1,1340.32,1,1,4,Lost
13502.0,17,3,292.0,4,3,2,Potential Loyalists
13503.0,72,1,216.85,2,1,1,At Risk
13504.0,65,1,295.93,3,1,2,At Risk
13505.0,73,4,3633.63,2,4,5,At Risk
13506.0,318,2,458.52,1,2,3,At Risk
13507.0,4,4,2479.16,5,4,5,Loyal Customers
13508.0,244,1,110.97,1,1,1,Lost
13509.0,9,5,814.84,5,4,3,Loyal Customers
13510.0,2,4,1791.56,5,4,4,Loyal Customers
13512.0,261,1,251.21,1,1,2,Lost
13513.0,127,1,205.1,2,1,1,At Risk
13514.0,74,1,152.20000000000002,2,1,1,At Risk
13515.0,73,4,891.12,2,4,4,At Risk
13516.0,22,3,635.41,4,3,3,Potential Loyalists
13517.0,60,3,2128.42,3,3,5,At Risk
13518.0,86,1,627.16,2,1,3,At Risk
13519.0,79,1,122.75,2,1,1,At Risk
13520.0,59,6,2984.35,3,5,5,Loyal Customers
13521.0,2,3,1070.47,5,3,4,Potential Loyalists
13522.0,31,1,125.80000000000001,4,1,1,At Risk
13523.0,34,5,3964.88,3,4,5,Loyal Customers
13524.0,41,5,680.1800000000001,3,4,3,Loyal Customers
13525.0,15,2,164.78,4,2,1,At Risk
13527.0,34,7,2242.36,3,5,5,Loyal Customers
13529.0,79,2,307.76,2,2,2,At Risk
13531.0,206,2,483.8,1,2,3,At Risk
13532.0,34,1,210.31,3,1,1,At Risk
13533.0,183,3,269.09,1,3,2,At Risk
13534.0,3,25,5870.08,5,5,5,Champions
13536.0,2,7,3444.39,5,5,5,Champions
13538.0,44,7,1280.85,3,5,4,Loyal Customers
13539.0,86,3,631.34,2,3,3,At Risk
13544.0,40,2,276.06,3,2,2,At Risk
13546.0,13,3,621.09,5,3,3,Potential Loyalists
13548.0,97,2,678.16,2,2,3,At Risk
13549.0,26,7,918.2,4,5,4,Loyal Customers
13551.0,321,1,91.80000000000001,1,1,1,Lost
13552.0,67,12,3740.07,3,5,5,Loyal Customers
13555.0,74,4,4056.88,2,4,5,At Risk
13557.0,29,2,584.06,4,2,3,Potential Loyalists
13558.0,6,4,594.52,5,4,3,Loyal Customers
13560.0,8,1,171.42000000000002,5,1,1,Recent Customers
13561.0,216,1,141.85999999999999,1,1,1,Lost
13562.0,82,3,1799.33,2,3,4,At Risk
13563.0,85,2,777.53,2,2,3,At Risk
13564.0,356,2,1174.03,1,2,4,At Risk
13565.0,20,2,240.22,4,2,2,At Risk
13566.0,41,2,856.84,3,2,3,At Risk
13568.0,174,1,187.05,2,1,1,At Risk
13569.0,18,2,337.12,4,2,2,At Risk
13570.0,244,1,239.49,1,1,2,Lost
13571.0,13,12,2088.94,5,5,5,Champions
13572.0,206,1,1384.25,1,1,4,Lost
13573.0,51,2,267.21,3,2,2,At Risk
13575.0,24,5,732.0699999999999,4,4,3,Loyal Customers
13576.0,11,18,6717.34,5,5,5,Champions
13577.0,26,4,1687.6000000000001,4,4,4,Loyal Customers
13579.0,15,2,467.04,4,2,3,Potential Loyalists
13581.0,311,1,118.0,1,1,1,Lost
13583.0,156,1,781.03,2,1,3,At Risk
13584.0,308,1,142.4,1,1,1,Lost
13587.0,64,1,533.4,3,1,3,At Risk
13588.0,16,9,2478.95,4,5,5,Loyal Customers
13589.0,15,2,379.65,4,2,2,At Risk
13590.0,12,6,1685.52,5,5,4,Champions
13591.0,65,3,1117.13,3,3,4,At Risk
13592.0,36,4,247.95999999999998,3,4,2,Loyal Customers
13593.0,109,5,2011.88,2,4,5,At Risk
13594.0,53,1,396.97,3,1,2,At Risk
13596.0,6,2,664.11,5,2,3,Potential Loyalists
13598.0,48,1,160.04,3,1,1,At Risk
13599.0,2,21,4984.92,5,5,5,Champions
13600.0,314,1,219.52,1,1,1,Lost
13601.0,46,2,693.32,3,2,3,At Risk
13602.0,65,1,428.89,3,1,2,At Risk
13603.0,27,1,164.34,4,1,1,At Risk
13606.0,30,3,276.75,4,3,2,Potential Loyalists
13607.0,41,1,675.51,3,1,3,At Risk
13610.0,13,7,1082.33,5,5,4,Champions
13611.0,90,3,1154.4,2,3,4,At Risk
13614.0,25,4,1585.46,4,4,4,Loyal Customers
13615.0,320,1,417.69,1,1,2,Lost
13617.0,41,3,544.18,3,3,3,At Risk
13618.0,174,1,177.34,2,1,1,At Risk
13621.0,117,1,209.85,2,1,1,At Risk
13623.0,31,5,727.74,4,4,3,Loyal Customers
13626.0,253,1,257.23,1,1,2,Lost
13627.0,60,5,1434.95,3,4,4,Loyal Customers
13629.0,31,7,966.36,4,5,4,Loyal Customers
13630.0,6,7,1879.1399999999999,5,5,4,Champions
13631.0,100,10,2220.42,2,5,5,At Risk
13632.0,25,5,2118.93,4,4,5,Loyal Customers
13634.0,34,5,1547.3600000000001,3,4,4,Loyal Customers
13635.0,68,1,1071.03,3,1,4,At Risk
13636.0,37,5,949.12,3,4,4,Loyal Customers
13637.0,53,3,803.05,3,3,3,At Risk
13638.0,16,1,122.64,4,1,1,At Risk
13639.0,75,1,795.74,2,1,3,At Risk
13642.0,216,1,312.28,1,1,2,Lost
13643.0,32,3,519.44,4,3,3,Potential Loyalists
13644.0,17,4,2624.26,4,4,5,Loyal Customers
13645.0,121,1,252.1,2,1,2,At Risk
13647.0,10,4,1648.1200000000001,5,4,4,Loyal Customers
13649.0,257,2,346.6,1,2,2,At Risk
13650.0,17,6,1836.34,4,5,4,Loyal Customers
13651.0,40,1,79.2,3,1,1,At Risk
13652.0,46,3,1095.08,3,3,4,At Risk
13654.0,44,6,2694.69,3,5,5,Loyal Customers
13655.0,115,2,932.97,2,2,4,At Risk
13656.0,165,2,379.65,2,2,2,At Risk
13657.0,11,2,382.14,5,2,2,Recent Customers
13658.0,10,5,2639.17,5,4,5,Loyal Customers
13659.0,206,2,1563.0,1,2,4,At Risk
13662.0,86,3,881.26,2,3,4,At Risk
13663.0,180,1,189.47,1,1,1,Lost
13666.0,61,3,84.65,3,3,1,At Risk
13667.0,150,1,299.05,2,1,2,At Risk
13668.0,3,21,6106.31,5,5,5,Champions
13669.0,51,2,218.55,3,2,1,At Risk
13670.0,76,1,349.7,2,1,2,At Risk
13672.0,303,2,186.39000000000001,1,2,1,At Risk
13673.0,19,2,387.44,4,2,2,At Risk
13675.0,152,2,486.82000000000005,2,2,3,At Risk
13678.0,152,1,177.32,2,1,1,At Risk
13680.0,2,4,3409.12,5,4,5,Loyal Customers
13681.0,18,4,827.83,4,4,3,Loyal Customers
13682.0,188,1,59.5,1,1,1,Lost
13684.0,287,1,65.13,1,1,1,Lost
13685.0,4,4,20.92,5,4,1,Loyal Customers
13686.0,183,1,72.0,1,1,1,Lost
13689.0,64,1,15.0,3,1,1,At Risk
13690.0,60,1,172.25,3,1,1,At Risk
13692.0,25,3,1488.32,4,3,4,Potential Loyalists
13694.0,4,43,26473.14,5,5,5,Champions
13695.0,32,15,2504.13,4,5,5,Loyal Customers
13697.0,39,1,151.29999999999998,3,1,1,At Risk
13699.0,156,1,308.58000000000004,2,1,2,At Risk
13700.0,27,10,2104.63,4,5,5,Loyal Customers
13703.0,320,1,99.5,1,1,1,Lost
13704.0,6,9,2308.06,5,5,5,Champions
13705.0,8,3,711.86,5,3,3,Potential Loyalists
13706.0,304,1,330.79,1,1,2,Lost
13707.0,268,2,806.41,1,2,3,At Risk
13708.0,272,1,283.33,1,1,2,Lost
13709.0,4,13,6307.650000000001,5,5,5,Champions
13710.0,32,1,180.48,4,1,1,At Risk
13711.0,219,2,252.06,1,2,2,At Risk
13712.0,247,1,192.84,1,1,1,Lost
13715.0,282,5,1077.39,1,4,4,At Risk
13716.0,270,1,138.28,1,1,1,Lost
13717.0,33,6,1410.77,3,5,4,Loyal Customers
13718.0,247,2,296.55,1,2,2,At Risk
13719.0,16,5,1041.68,4,4,4,Loyal Customers
13720.0,117,4,720.7,2,4,3,At Risk
13721.0,37,1,524.14,3,1,3,At Risk
13722.0,132,3,2314.9300000000003,2,3,5,At Risk
13723.0,218,1,199.85000000000002,1,1,1,Lost
13725.0,50,8,1980.56,3,5,5,Loyal Customers
13726.0,39,2,900.66,3,2,4,At Risk
13727.0,29,2,333.48,4,2,2,At Risk
13728.0,37,6,1016.14,3,5,4,Loyal Customers
13730.0,136,2,752.6,2,2,3,At Risk
13731.0,220,2,610.59,1,2,3,At Risk
13732.0,29,1,491.86,4,1,3,Potential Loyalists
13735.0,25,4,2883.54,4,4,5,Loyal Customers
13736.0,6,2,729.8,5,2,3,Potential Loyalists
13737.0,201,1,339.59999999999997,1,1,2,Lost
13739.0,19,1,216.9,4,1,1,At Risk
13740.0,241,1,350.75,1,1,2,Lost
13741.0,72,3,668.4300000000001,2,3,3,At Risk
13742.0,17,12,3107.87,4,5,5,Loyal Customers
13743.0,3,7,991.8,5,5,4,Champions
13744.0,96,2,1038.76,2,2,4,At Risk
13745.0,163,1,300.04,2,1,2,At Risk
13747.0,375,1,79.6,1,1,1,Lost
13748.0,96,5,948.25,2,4,4,At Risk
13750.0,54,5,1647.26,3,4,4,Loyal Customers
13751.0,290,1,131.25,1,1,1,Lost
13752.0,125,6,1175.38,2,5,4,At Risk
13753.0,289,1,741.26,1,1,3,Lost
13754.0,152,2,282.59999999999997,2,2,2,At Risk
13755.0,4,9,2108.06,5,5,5,Champions
13756.0,3,14,4369.52,5,5,5,Champions
13758.0,12,7,3130.07,5,5,5,Champions
13759.0,34,2,659.4100000000001,3,2,3,At Risk
13760.0,55,2,286.79,3,2,2,At Risk
13761.0,51,2,1070.65,3,2,4,At Risk
13762.0,219,1,306.72,1,1,2,Lost
13763.0,64,1,1714.96,3,1,4,At Risk
13764.0,71,3,1516.42,3,3,4,At Risk
13767.0,3,37,15389.960000000001,5,5,5,Champions
13769.0,3,10,2796.51,5,5,5,Champions
13771.0,65,4,2634.45,3,4,5,Loyal Customers
13772.0,34,3,1122.63,3,3,4,At Risk
13774.0,82,1,345.0,2,1,2,At Risk
13777.0,1,27,10626.44,5,5,5,Champions
13778.0,104,1,178.7,2,1,1,At Risk
13780.0,8,2,274.21,5,2,2,Recent Customers
13781.0,251,1,127.84,1,1,1,Lost
13782.0,13,6,908.86,5,5,4,Champions
13784.0,10,8,1935.75,5,5,5,Champions
13786.0,369,1,230.39999999999998,1,1,1,Lost
13787.0,76,2,309.04,2,2,2,At Risk
13790.0,5,1,348.8,5,1,2,Recent Customers
13792.0,67,2,195.55,3,2,1,At Risk
13798.0,2,52,20436.87,5,5,5,Champions
13799.0,117,2,688.86,2,2,3,At Risk
13800.0,311,1,558.32,1,1,3,Lost
13801.0,67,1,324.8,3,1,2,At Risk
13802.0,139,3,2534.42,2,3,5,At Risk
13803.0,256,1,277.07,1,1,2,Lost
13804.0,31,7,2588.39,4,5,5,Loyal Customers
13805.0,53,2,204.48,3,2,1,At Risk
13806.0,64,1,256.38,3,1,2,At Risk
13807.0,369,1,112.6,1,1,1,Lost
13808.0,6,5,1747.66,5,4,4,Loyal Customers
13809.0,307,1,155.05,1,1,1,Lost
13810.0,29,2,827.51,4,2,3,Potential Loyalists
13811.0,184,2,519.75,1,2,3,At Risk
13812.0,43,3,485.0,3,3,3,At Risk
13813.0,40,4,1168.8600000000001,3,4,4,Loyal Customers
13814.0,93,2,1579.12,2,2,4,At Risk
13815.0,23,4,3606.88,4,4,5,Loyal Customers
13816.0,24,2,499.67,4,2,3,Potential Loyalists
13817.0,30,2,328.98,4,3,2,Potential Loyalists
13819.0,303,3,938.75,1,3,4,At Risk
13821.0,145,2,385.64,2,3,2,At Risk
13822.0,6,2,628.0,5,3,3,Potential Loyalists
13823.0,19,2,957.66,4,3,4,Potential Loyalists
13824.0,33,5,1698.94,3,4,4,Loyal Customers
13826.0,177,1,189.5,2,1,1,At Risk
13827.0,58,3,409.8,3,3,2,At Risk
13828.0,23,1,209.49,4,1,1,At Risk
13831.0,17,6,1872.05,4,5,4,Loyal Customers
